0.786675109047418 [1.2087378640776698, 0.6811594202898551, 0.6811594202898551]
0.5593077247783875 [0.883495145631068, 0.4782608695652174, 0.4782608695652174]
0.5234416772196426 [0.7621359223300971, 0.46376811594202894, 0.463768115942029]
0.47797945687350496 [0.7087378640776699, 0.42028985507246375, 0.42028985507246375]
0.47706486562543976 [0.7621359223300971, 0.4057971014492754, 0.4057971014492754]
0.4518784297171803 [0.6941747572815534, 0.3913043478260869, 0.391304347826087]
0.4442240045026031 [0.7718446601941747, 0.3623188405797102, 0.36231884057971014]
0.46067257633319264 [0.7961165048543689, 0.37681159420289856, 0.37681159420289856]
0.47609399183903195 [0.7572815533980582, 0.4057971014492754, 0.4057971014492754]
0.4480512171098917 [0.7330097087378641, 0.37681159420289856, 0.37681159420289856]
0.4819192345574786 [0.7864077669902912, 0.4057971014492754, 0.4057971014492754]
0.4471366258618264 [0.7864077669902912, 0.3623188405797102, 0.36231884057971014]
0.4432531307161953 [0.7669902912621359, 0.3623188405797102, 0.36231884057971014]
0.45199099479386523 [0.8106796116504854, 0.3623188405797102, 0.36231884057971014]
0.4413113831433798 [0.7572815533980582, 0.3623188405797102, 0.36231884057971014]
0.4470803433234839 [0.7281553398058253, 0.37681159420289856, 0.37681159420289856]
0.44222597439144506 [0.7038834951456311, 0.37681159420289856, 0.37681159420289856]
0.4499929646827072 [0.7427184466019418, 0.37681159420289856, 0.37681159420289856]
0.43936963557056424 [0.7475728155339806, 0.3623188405797102, 0.36231884057971014]
0.42475024623610524 [0.616504854368932, 0.37681159420289856, 0.37681159420289856]
0.46158716758125795 [0.7427184466019418, 0.3913043478260869, 0.391304347826087]
0.436457014211341 [0.7330097087378641, 0.3623188405797102, 0.36231884057971014]
0.43354439285211765 [0.7184466019417476, 0.3623188405797102, 0.36231884057971014]
0.4257774025608555 [0.6796116504854369, 0.3623188405797102, 0.36231884057971014]
0.4286900239200788 [0.6941747572815534, 0.3623188405797102, 0.36231884057971014]
0.42480652877444774 [0.6747572815533981, 0.3623188405797102, 0.36231884057971014]
0.4228647812016322 [0.6650485436893204, 0.3623188405797102, 0.36231884057971014]
0.4286900239200788 [0.6941747572815534, 0.3623188405797102, 0.36231884057971014]
0.42092303362881667 [0.6553398058252428, 0.3623188405797102, 0.36231884057971014]
0.41801041226959335 [0.6407766990291263, 0.3623188405797102, 0.36231884057971014]
0.4150977909103701 [0.6262135922330098, 0.3623188405797102, 0.36231884057971014]
0.411214295764739 [0.6067961165048543, 0.3623188405797102, 0.36231884057971014]
0.39670747150696495 [0.5922330097087378, 0.34782608695652173, 0.34782608695652173]
0.39767834529337265 [0.5970873786407767, 0.34782608695652173, 0.34782608695652173]
0.39573659772055714 [0.587378640776699, 0.34782608695652173, 0.34782608695652173]
0.3937948501477416 [0.5776699029126213, 0.34782608695652173, 0.34782608695652173]
0.3908822287885183 [0.5631067961165048, 0.34782608695652173, 0.34782608695652173]
0.3899113550021106 [0.558252427184466, 0.34782608695652173, 0.34782608695652173]
0.387969607429295 [0.5485436893203883, 0.34782608695652173, 0.34782608695652173]
0.3773462783171521 [0.5533980582524272, 0.33333333333333337, 0.3333333333333333]
0.3271422541156606 [0.5922330097087378, 0.26086956521739135, 0.2608695652173913]
0.31069368228507105 [0.5679611650485437, 0.24637681159420288, 0.2463768115942029]
0.3077810609258478 [0.5533980582524272, 0.24637681159420288, 0.2463768115942029]
0.3058393133530322 [0.5436893203883495, 0.24637681159420288, 0.2463768115942029]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.29327423666807373 [0.5388349514563107, 0.23188405797101452, 0.2318840579710145]
0.28847615027437734 [0.5728155339805825, 0.21739130434782605, 0.21739130434782608]
0.2797382861967075 [0.529126213592233, 0.21739130434782605, 0.21739130434782608]
0.2797382861967075 [0.529126213592233, 0.21739130434782605, 0.21739130434782608]
0.2777965386238919 [0.5194174757281553, 0.21739130434782605, 0.21739130434782608]
0.26523146193893343 [0.5145631067961165, 0.2028985507246377, 0.2028985507246377]
0.26523146193893343 [0.5145631067961165, 0.2028985507246377, 0.2028985507246377]
0.26523146193893343 [0.5145631067961165, 0.2028985507246377, 0.2028985507246377]
0.26523146193893343 [0.5145631067961165, 0.2028985507246377, 0.2028985507246377]
0.26523146193893343 [0.5145631067961165, 0.2028985507246377, 0.2028985507246377]
0.2574644716476713 [0.47572815533980584, 0.2028985507246377, 0.2028985507246377]
0.2574644716476713 [0.47572815533980584, 0.2028985507246377, 0.2028985507246377]
0.2574644716476713 [0.47572815533980584, 0.2028985507246377, 0.2028985507246377]
0.2574644716476713 [0.47572815533980584, 0.2028985507246377, 0.2028985507246377]
0.2574644716476713 [0.47572815533980584, 0.2028985507246377, 0.2028985507246377]
0.2574644716476713 [0.47572815533980584, 0.2028985507246377, 0.2028985507246377]
0.2574644716476713 [0.47572815533980584, 0.2028985507246377, 0.2028985507246377]
